Type,id,Citation,Elements,Authors,Year
Electronic,Na72,"A.Nakada, and Y.Torizuka: J. Phys. Soc. Japan 32 (1972) 1 ",".................. Mg, Si","A.Nakada,Y.Torizuka",1972
Electronic,Ne72,"R.Neuhausen, et al.: Phys. Rev. CS (1972) 124 ",...................................... Zn,"R.Neuhausen,etal.",1972
Electronic,Ph72,"Phan Xuan Ho, et al.: Nucl. Phys. A179 (1972) 529 ","............................... Zr, Mo","PhanXuanHo,etal.",1972
Electronic,Si72,"B.B.P.Sinha, and G.A.Peterson: Phys. Rev. C6 (1972) 1657 ","................. P, S","B.B.P.Sinha,G.A.Peterson",1972
Electronic,Th72,"H.Theissen: Habilitationsschrift, T.H.Darmstadt (1972) unp., from Vr87 ",. H,H.Theissen,1972
Electronic,Al73,"J.Alster, et al.: Phys. Rev. C7 (1973) 1089 ",.............................................. Sr,"J.Alster,etal.",1973
Electronic,Be73a,"R.W.Berard, et al.: Phys. Letters, 47B (1973) 355 ",".................................. neutron, H","R.W.Berard,etal.",1973
Electronic,Ca73,"L.S.Cardman, et al.: Nucf. Phys. A216 (1973) 285 ",.................................. Sm,"L.S.Cardman,etal.",1973
Electronic,Dr73,"B.Dreher et al.: Proc. Int. Conf. Photonucl. Reactions and Applications Asilomar (Calif.) 1973, ed. B.L.Berman, p.191 ",". Zr, Mo",B.Dreheretal.,1973
Electronic,Fe73a,"G.Fey, et al.: Z. Physik, 265 (1973) 401 ",".................................................. C +many, re-anal","G.Fey,etal.",1973
Electronic,Ha73b,"P.L.Hallowell, et al.: Phys. Rev. C7 (1973) 1396 ","..................................... F, Ca","P.L.Hallowell,etal.",1973
Electronic,Ja73,"C.W. de Jager: Ph.D. Thesis, Univ. Amsterdam (1973) unpubl. ",............. Pb,C.W.deJager,1973
Electronic,Ka73,"D.Kalinsky, et al.: Nucl. Phys. A216 (1973) 312 ",...................................... W,"D.Kalinsky,etal.",1973
Electronic,Kl73,"F.J.Kline, et al.: Nucf. Phys. A209 (1973) 381 ",......................................... C,"F.J.Kline,etal.",1973
Electronic,Ko73,L.Koester (From Kr73) ,............................................................................. neutron,L.Koester(FromKr73),
Electronic,Kr73,"V.E.Krohn, and G.R.Ringo: Phys. Rev. D8 (1973) 1305 ",......................... neutron,"V.E.Krohn,G.R.Ringo",1973
Electronic,Li73,"A.S.Litvinenko, et al.: Yad. Fiz. 18 (1973) 250 ",........................................ Zn,"A.S.Litvinenko,etal.",1973
Electronic,Me73a,"K.Merle: Proc. Int. Cont. on Photonuclear Reactions and Applications Asilomar (Calif.) 1973, ed. B.L.Berman, p. 889, 893 ","... C, P",K.Merle,1973
Electronic,Pe73,"G.A.Peterson, et al.: Phys. Rev. C7 (1973) 1028 ",.................................... V,"G.A.Peterson,etal.",1973
Electronic,Si73a,"B.B.P.Sinha, et al.: Phys. Rev. C7 (1973) 1930 ","...................................... K, Ca","B.B.P.Sinha,etal.",1973
Electronic,Si73b,I.Sick: Nucf. Phys. A208 (1973) 557 ,"........................................................ Pb, Bi",I.Sick,1973
Electronic,Si73c,"R.P.Singhal, et al.: Nucl. Phys. A216 (1973) 29 ","...................................... Sr, Y, Zr, Mo","R.P.Singhal,etal.",1973
Electronic,Av74,"H.Averdung: Internal Report KPH 3ll4, Mainz, 1974 (unpubl.) ","............... Mg, Si, S reanal",H.Averdung,1974
Electronic,8074,"F.Borkowski, et al.: Nucl. Phys. A222 (1974) 269 ",................................... H,"F.Borkowski,etal.",1974
Electronic,Dr74,"B.Dreher, et al.: Nucl. Phys. A235 (1974) 219 ",......................................... Pb,"B.Dreher,etal.",1974
Electronic,Dr74a,"B.Dreher, Ph.D. Thesis, Univ. Mainz (1974) unpublished (from Ja74) ",.... Zr,"B.Dreher,Ph.D.Thesis,Univ.Mainz(1974)unpublished(fromJa74)",1974
Electronic,Fi74,"S.P.Fivozinsky, etal.: Phys. Rev. C9 (1974) 1533 ",".................................. Sr, Y","S.P.Fivozinsky,etal.",1974
Electronic,Fi74a,"J.R.Ficenec, et al.: To be published (from Ja74) ",..................................... Ni,"J.R.Ficenec,etal.",
Electronic,Go74,"H.Gompelman, H.J.Blaauw, C.W. de Jager: to be pub/. (from Ja74) ","...... V, Ni, Cu","H.Gompelman,H.J.Blaauw,C.W.deJager",
Electronic,Ja74,"C.W. deJager, H. deVries, C. deVries: At. D. Nucl. D. T. 14(1974)479 ","... Many, compil.","C.W.deJager,H.deVries,C.deVries",1974
Electronic,Li74b,"G.C.Li, M.R.Yearian, I.Sick: Phys. Rev. C9 (1974) 128 ",".......................... Mg, Al, Si, S","G.C.Li,M.R.Yearian,I.Sick",1974
Electronic,Ma74,"R.Maas, and C.W. de Jager: Phys. Letters, 488 (1974) 212 ",.................. Nd,"R.Maas,C.W.deJager",1974
Electronic,Mu74,"J.J.Murphy, Y.M.Shin, D.M.Skopik: Phys. Rev. C9 (1974) 2125 ",............. H,"J.J.Murphy,Y.M.Shin,D.M.Skopik",1974
Electronic,Si74,I.Sick: Nucl. Phys. A218 (1974) 509 ,"........................................................ C, S",I.Sick,1974
Electronic,We74,"RD.Wendling, V.H.Walther: Nucl. Phys. A219 (1974) 450 ","..................... Ar, Ca","RD.Wendling,V.H.Walther",1974
Electronic,B075,"F.Borkowski, et al.: Z. Physik, A275 (1975) 29 ",........................................ H,"F.Borkowski,etal.",1975
Electronic,Bo75a,"F.Borkowski, et al.: Nucl. Phys. B93 (1975) 461 ",..................................... H,"F.Borkowski,etal.",1975
Electronic,Dr75,B.Dreher: Phys. Rev. Lett. 35 (1975) 716 ,................................................ Mo,B.Dreher,1975
Electronic,Gi75,"W.A.Gillespie, et al.: J. Phys. G.: Nucl. Phys. 1 (1975) L6 ",...................... Cd,"W.A.Gillespie,etal.",1975
Electronic,Ho75,"A.Holthuizen: MS Thesis, Univ. Amsterdam, 1975, unpubl. ",.................... Ti,A.Holthuizen,1975
Electronic,Kl75,"F.J.Kline, et al.: Nucl. Phys. A255 (1975) 435 ",......................................... Ge,"F.J.Kline,etal.",1975
Electronic,La75,J.J.Lapikas: (Ref. [8] in DV75) ,"................................................................. Cr, Fe",J.J.Lapikas,
Electronic,Oy75,"M.Oyamada, et al.: Phys. Rev. C11 (1975) 1578 ",.................................... F,"M.Oyamada,etal.",1975
Electronic,Sc75,"W.Sch0tz: Z. Physik, A273 (1975) 69 ","...................................................... N, 0",W.Sch0tz,1975
Electronic,Si75,"I.Sick, et al.: Phys. Rev. Lett. 35 (1975) 910 ",........................................... Ni,"I.Sick,etal.",1975
Electronic,Vr75,"C. deVries: Rencontres de Saclay, 12-16 mai, 8-12 sept. 1975, p.485 ","... Ti, Cr, Fe, Nd",C.deVries,1975
Electronic,Co76,"T.Cooper, et al.: Phys. Rev. C13 (1976) 1083 ","......................................... Sm, Er, Yb, Th, U","T.Cooper,etal.",1976
Electronic,Eu76,"H.Euteneuer, J.Friedrich, N.Voegler: Phys. Rev. Lett. 36(1976)129 ","....... Pb, Tl","H.Euteneuer,J.Friedrich,N.Voegler",1976
Electronic,Fi76,"J.M.Finn, et al.: Nucl. Phys. A274 (1976) 28 ",........................................... Ar,"J.M.Finn,etal.",1976
Electronic,Ja76,"E.Jans: MS thesis, Univ. Amsterdam (1976), unpublished ","...................... Nb, Mo, Pd, In",E.Jans,1976
Electronic,Ko76,"L.Koester, W.Nistler, W.Waschkowski: Phys. Rev. Lett. 36(1976)1021 ",.. neutron,"L.Koester,W.Nistler,W.Waschkowski",1976
Electronic,La76,"J.J.Lapikas: MS thesis, Univ. Amsterdam (1976), unpublished ",".............. Cr, Fe",J.J.Lapikas,1976
Electronic,Le76,"E.W.Lees, et al.: J. Phys. G.: Nucl. Phys. 2 (1976) 105 ",.......................... Mg,"E.W.Lees,etal.",1976
Electronic,Li76,"J.W.Lightbody, et al.: Phys. Rev. C14 (1976) 952 ","................................... Cr, Pd, Cd, Sn","J.W.Lightbody,etal.",1976
Electronic,Me76,"K.Merle: Ph.D. thesis, Univ. Mainz (1976) unpublished (from Vr87) ","....... P, S",K.Merle,1976
Electronic,Ro76,"H.Rothhaas: Ph.D. thesis, Univ. Mainz (1976) unpubl. (from Vr87) ",........ Zr,H.Rothhaas,1976
Electronic,Si76,"I.Sick, J.S.McCarthy, RR.Whitney: Phys. Letters, 648(1976)33 ",............ He,"I.Sick,J.S.McCarthy,RR.Whitney",1976
Electronic,St76,"G.Stephan: Ph.D. thesis, Univ. Mainz (1976) unpubl. (from Vr87) ",.......... Sr,G.Stephan,1976
Electronic,Wo76,"H.D.Wohlfahrt: Habilitationschrift, Univ. Mainz (1976) unp. (from Ja79) ",". Fe, Ni, Zn",H.D.Wohlfahrt,1976
Electronic,An77,"D.A.Andrews, R.Golub, G.Newton: J. Phys. G: 3(1977)L91 ",.................... H,"D.A.Andrews,R.Golub,G.Newton",1977
Electronic,Br77,"S.W.Brain, etal.: J. Phys. G.: Nucl. Phys. 3 (1977) 821 ",......................... Si,"S.W.Brain,etal.",1977
Electronic,Cr77,"C.W.Creswell: Ph.D. thesis, Mass. Inst. Techn., unpubl. (from Vr87) ","..... Er, Yb, U",C.W.Creswell,
Electronic,Eu77a,"H.Euteneuer, et al.: Phys. Rev. C16 (1977) 1703 ",.................................... Mg,"H.Euteneuer,etal.",1977
Electronic,Fr77a,"B.Frois, et al.: Phys. Rev. Lett. 38 (1977) 152 ",......................................... Pb,"B.Frois,etal.",1977
Electronic,Fr77b,"J.L.Friar, et al.: Proc. Workshop lnterm. En. Electrom. Interact. ed. AM.Bernstein, Mass. Inst. Techn. (1977) p. 325 ",............. Pb,"J.L.Friar,etal.",1977
Electronic,Hi77,"AS.Hirsch, Ph.D. thesis, Mass. Inst. Techn. (1977) unpubl. (from Vr87)"," Nd, Gd, Th","AS.Hirsch,Ph.D.thesis,Mass.Inst.Techn.(1977)unpubl.(fromVr87)",1977
Electronic,Ke77,"M.Kegel: MS thesis, Univ. Amsterdam (1977) unpublished ",".................... Ni, Cu, Zn",M.Kegel,1977
Electronic,MC77,"J.S.McCarthy, I.Sick, RR.Whitney: Phys. Rev. C15 (1977) 1396 ",........... He,"J.S.McCarthy,I.Sick,RR.Whitney",1977
Electronic,Na77,"A.Nakada, et al.: Phys. Rev. Lett. 38 (1977) 584 ",..................................... Sm,"A.Nakada,etal.",1977
Electronic,Sz77,"Z.M.Szalata, et al.: Phys. Rev. C15 (1977) 1200 ",.................................... He,"Z.M.Szalata,etal.",1977
Electronic,Ak78,"Yu.K.Akimov, et al.: Preprint EFl-326(5I)-78 (1978) ",................................ H,"Yu.K.Akimov,etal.",1978
Electronic,Ar78,"R.G.Arnold, et al.: Phys. Rev. Lett. 40 (1978) 1429 ",................................ He,"R.G.Arnold,etal.",1978
Electronic,Ca78,"L.S.Cardman, et al.: Phys. Rev. C18 (1978) 1388 ",................................... Er,"L.S.Cardman,etal.",1978
Electronic,Eu78,"H.Euteneuer, J.Friedrich, N.Voegler: Nucl. Phys. A298 (1978) 452 ","....... Tl, Pb, Bi","H.Euteneuer,J.Friedrich,N.Voegler",1978
Electronic,Ki78,"J.C.Kim, et al.: Nucl. Phys. A297 (1978) 301 ",.......................................... 0,"J.C.Kim,etal.",1978
Electronic,Sh78a,"N.G.Shevchenko, et al.: Yad. Fiz. 27 (1978) 293 ",".................................... Co, Ni, Cu","N.G.Shevchenko,etal.",1978
Electronic,Sh78b,"N.G.Shevchenko, et al.: Yad. Fiz. 28 (1978) 276 ",".................................... Cr, Fe","N.G.Shevchenko,etal.",1978
Electronic,Sh78c,"N.G.Shevchenko, et al.: Yad. Fiz. 28 (1978) 577 ",".................................... Ti, Cr","N.G.Shevchenko,etal.",1978
Electronic,8a79,"A.V.Batyunin, et al.: lzv. Ak. Nauk SSSR, Ser. Fiz. 43(1979)2353 ",......... C,"A.V.Batyunin,etal.",1979
Electronic,Do79,"B.Dolbilkin: Contr.2.2 Int. Conf. Nucl. Phys. Mainz, June 5-9 (1979) ",...... C,B.Dolbilkin,1979
Electronic,Ho79,"R.Hofrnan, et al.: Jahresbericht 1978-79, Mainz, p. 170 ",.......................... Sm,"R.Hofrnan,etal.",1978
Electronic,Sa79,"T.Sasanuma: Ph.D. thesis, Mass. Inst. Techn. (1979) unp. (from Vr87) ",". Yb, Lu",T.Sasanuma,1979
Electronic,Sc79,"a.Schwentker: Contr.2. 7 Int. Conf. Nucl. Phys. Mainz, June 5-9 (1979) ",". Co, Cu",a.Schwentker,1979
Electronic,Si79,"I.Sick, et al.: Phys. Letters, 888 (1979) 245 ",............................................ Ca,"I.Sick,etal.",1979
Electronic,Sp79,"D.W.L.Sprung, et al.: Nucl. Phys. A325 (1979) 125 ",................................ Ni,"D.W.L.Sprung,etal.",1979
Electronic,8r80,"W.J.Briscoe, Hall Crannell, J.C.Bergstrom: Nucl. Phys. A344(1980)475 ", Cl,"W.J.Briscoe,HallCrannell,J.C.Bergstrom",1980
Electronic,Ca80a,"L.S.Cardman, et al.: Phys. Letters, 918 (1980) 203 ",................................ C,"L.S.Cardman,etal.",1980
Electronic,Ca80b,"J.M.Cavedon: Ph.D. thesis, Univ. Paris-Sud, (1980) unp. (from Vr87) ",... Ni,J.M.Cavedon,1980
Electronic,Si80,"G.G.Simon, et al.: Nucl. Phys. A333 (1980)381 ","...................................... C, H","G.G.Simon,etal.",1980
Electronic,Si80a,I.Sick: (Ref. [11) of Ba80(mu)) ,................................................................. O,I.Sick,
Electronic,Wo80,"H.D.Wohlfahrt, et al.: Phys. Rev. C22 (1980) 264 ","................................... Fe, Ni, Zn","H.D.Wohlfahrt,etal.",1980
Electronic,Oo81,"B.S.Dolbilkin, et al.: lzv. Akad. Nauk SSSR, Ser. Fiz., 45 (1981) 188 ",..... Al,"B.S.Dolbilkin,etal.",1981
Electronic,Kn81,"EA.Knight, et al.: J. Phys. G.: Nuc/. Phys. 7 (1981) 1115 ",....................... Ne,"EA.Knight,etal.",1981
Electronic,Mo81,"M.A.Moinester, et al.: Phys. Rev. C24 (1981) 80 ",.................................... Sm,"M.A.Moinester,etal.",1981
Electronic,Si81,"G.G.Simon, Ch.Schmitt, V.H.Walther: Nucl. Phys. A364 (1981) 285 ",...... H,"G.G.Simon,Ch.Schmitt,V.H.Walther",1981
Electronic,Be82,"D.H.Beck, J.Asai, and D.M.Skopik: Phys. Rev. C25 (1982) 1152 ",........... H,"D.H.Beck,J.Asai,D.M.Skopik",1982
Electronic,Ca82a,"J.M.Cavedon, etal.: Phys. Lett. 118B (1982) 311 ",................................... Sn,"J.M.Cavedon,etal.",1982
Electronic,Gu82,"A.V.Gunten: Thesis, TH Darmstadt (1982) (Ref. 5. in Ot85) ",................... He,A.V.Gunten,1982
Electronic,He82,"F.W.Hersman: Ph.D. thesis, Univ. Mainz (1982) unpubl. (from Vr87) ",..... Gd,F.W.Hersman,1982
Electronic,La82,"G.Lahm: Ph.D. thesis, Univ. Mainz (1982) unpubl. (from Vr87) ",".............. N, 0",G.Lahm,1982
Electronic,Mi82,"H.Miessen: Ph.D. thesis, Univ. Mainz (1982) unpubl. (from Vr87) ",".......... Si, P",H.Miessen,1982
Electronic,Ot82,"C.R.Ottermann, et al.: Nuc/. Phys. A379 (1982) 396 ",............................... Ar,"C.R.Ottermann,etal.",1982
Electronic,Re82,"W.Reuter, et al.: Phys. Rev. C26 (1982) 806 ",........................................... C,"W.Reuter,etal.",1982
Electronic,Si82,"I.Sick: Phys. Letters, 1168 (1982) 212 ",".................................................... He, C",I.Sick,1168
Electronic,Be83,"G.Beuscher: Ph.D. thesis, Univ. Mainz (1983) unpubl. (from Vr87) ",........ Ni,G.Beuscher,1983
Electronic,Bo83,"W.T.A.Borghols: MS thesis, Univ. Amsterdam (1983) unp. (from Vr87) ",. Pt,W.T.A.Borghols,1983
Electronic,Do83,"B.S.Dolbilkin, etal.: Yad. Fiz. 37 (1983) 264 ",........................................... Al,"B.S.Dolbilkin,etal.",1983
Electronic,Du83,"P.C.Dunn, et al.: Phys. Rev. C27 (1983) 71 ",............................................ He,"P.C.Dunn,etal.",1983
Electronic,Em83,"H.J.Emrich, et al.: Nucl. Phys. A396 (1983) 401 ",..................................... Ca,"H.J.Emrich,etal.",1983
Electronic,Em83a,"H.J.Emrich, et al.: Jahresbericht Mainz, 1982-83 p. 46 ",........................... Ca,"H.J.Emrich,etal.",1982
Electronic,Fr83,"B.Frois, et al.: Nucl. Phys. A396 (1983) 409c ","......................................... Tl, Pb","B.Frois,etal.",1983
Electronic,Li83,"J.W.Lightbody, Jr., etal.: Phys. Rev. C27 (1983) 113 ",............................. Cr,"J.W.Lightbody,Jr.,etal.",1983
Electronic,Ma83,"G.Mallot, et al.: Jahresbericht, Univ. Mainz, 1982-83 p. 51 ",..................... Ge,"G.Mallot,etal.",1982
Electronic,M083,"M.M0ller, H.G.Andresen: Jahresbericht, Univ. Mainz, 1982-83 p.64 ",....... Gd,"M.M0ller,H.G.Andresen",1982
Electronic,Ry83a,"D.Rychel, etal.: Phys. Letters, 1308 (1983) 5 ",........................................ S,"D.Rychel,etal.",1308
Electronic,Be84,"D.H.Beck, etal.: Phys. Rev. C30 (1984) 1403 ",........................................ H,"D.H.Beck,etal.",1984
Electronic,Ma84,"G.K.Mallot: Ph.D. Thesis, Univ. Mainz (1984) unpubl. (from Vr87) ",.......... Ge,G.K.Mallot,1984
Electronic,Re84a,W.Reuter et al: Phys. Rev. C30{1984)1465; Phys. Lett. 1378(1984)32 ,. Os,W.Reuteretal,1984
Electronic,Re84b,"G.A.Retzlaff, and D.M.Skopik: Phys. Rev. C29 (1984) 1194 ",................... He,"G.A.Retzlaff,D.M.Skopik",1984
Electronic,Al85,"Yu.A.Aleksandrov, et al.: Zh. Eksp. Teor. Fiz. 89 (1985) 34 ",................... neutron,"Yu.A.Aleksandrov,etal.",1985
Electronic,Be85,"J.C.Bergstrom, R.Neuhausen, G.Lahm: to be publ. (from Vr87) ",............. Ne,"J.C.Bergstrom,R.Neuhausen,G.Lahm",
Electronic,Ju85,"F.-P.Juster, et al.: Phys. Rev. Lett. 55 (1985) 2261 ",................................. H,"F.-P.Juster,etal.",1985
Electronic,Kh85,"A.Khomich: Tez. dokl. XXXV. sov. Leningrad, 16-18 Apr. 1985 p.346 ",..... Se,A.Khomich,1985
Electronic,Ot85,"C.R.Ottermann, et al.: Nuc/. Phys. A436 (1985) 688 ",............................... He,"C.R.Ottermann,etal.",1985
Electronic,Al86,"Yu.A.Aleksandrov, etal.: Yad. Fiz. 44 (1986) 1384 ",................................. neutron,"Yu.A.Aleksandrov,etal.",1986
Electronic,0086,"B.Dolbilkin: Tez. dokl. XXXVI sov. Kharkov, 15-18 Apr. 1986 p.352 ",....... B,B.Dolbilkin,1986
Electronic,Kh86,"A.A.Khomich, et al.: lzv. Akad. Nauk. SSSR Ser. Fiz. 51 (1987)958 ",....... Se,"A.A.Khomich,etal.",1987
Electronic,Kh86a,"A.A.Khomich, etal.: Yad. Fiz. 43 (1986) 1351 ",......................................... Se,"A.A.Khomich,etal.",1986
Electronic,Ko86,"L.Koester, et al.: Physica, 1378 (1986) 282 ",........................................... neutron,"L.Koester,etal.",1378
Electronic,La86,J.B. van der Laan: Ph.D. th. U. Amsterdam (1986) unp. (from Vr87) ,...... Pd,J.B.vanderLaan,1986
Electronic,La86a,"J.Laksanaboonsong: Ph.D.th. Univ. Virginia, (1986) unp. (from Vr87) ",.... Hg,J.Laksanaboonsong,1986
Electronic,Pe86,"B.A.Peterson: Ph.D. Thesis, University of Wyoming, USA (1986) ",.......... W,B.A.Peterson,1986
Electronic,Ro86,H.Rothhaas: (from Vr87) ,.......................................................................... AI,H.Rothhaas,
Electronic,Se86,"VF.Sears: Physics Reports, 141 (1986) 281 ",......................................... neutron (review),VF.Sears,1986
Electronic,Kh87,"A.A. Khomich et al: lzv. Ak. Nauk SSSR, Ser. Fiz. 51 (1987) 958 ",........... Se,A.A.Khomichetal,1987
Electronic,Vr87,"H.deVries, C.W.deJager, C.deVries: At. D. Nuc/. D. T. 36 (1987) 495 ",.... Many: Compilation,"H.deVries,C.W.deJager,C.deVries",1987
Electronic,8088,"W.Boeglin, et al.: Nucl. Phys. A477 (1988) 399 ","...................................... Os, Pt","W.Boeglin,etal.",1988
Electronic,Kh88,"A.A.Khomich, et al.: Yad. Fiz. 47 (1988) 305 ",........................................... Se,"A.A.Khomich,etal.",1988
Electronic,Ko88,"L.Koester, et al.: Z. Phys. A329 (1988) 229 ",............................................. neutron,"L.Koester,etal.",1988
Electronic,Se88,"AM.Selig, et al.: Nuc/. Phys. A476 (1988) 413 ",....................................... Ti,"AM.Selig,etal.",1988
Electronic,Of88,"E.A.J.M.Offermann: Thesis, Univ. Amsterdam (1988) ",............................. C,E.A.J.M.Offermann,1988
Electronic,Vr88,"J.W.de Vries, et al.: Phys. Lett. 8205 (1988) 22 ",...................................... N,"J.W.deVries,etal.",8205
Electronic,So88,"R.Soundranayagam, et al.: Phys. Lett. 8212 (1988) 13 ",.......................... Mg,"R.Soundranayagam,etal.",8212
Electronic,8u89,"A.J.C.Burghardt: Ph.D. thesis, Univ. Amsterdam (1989) ",......................... Hg,A.J.C.Burghardt,1989
Electronic,Ma89,"P.Mazanek: Dip/. Th., Inst. f. Kemph. PKH 11/89, U. Mainz 1989 ",".......... Zr, Mo (re-anal)",P.Mazanek,1989
Electronic,Kh90,"A.A.Khomich, et al.: Yad. Fiz. 51 (1990) 27 ",............................................. Ge,"A.A.Khomich,etal.",1990
Electronic,Pl90,"Platchkov, et al.: Nucl. Phys., A510 (1990) 740 ",...................................... neutron,"Platchkov,etal.",1990
Electronic,Of91,"E.A.J.M.Offermann, et al.: Phys. Rev. C44 (1991) 1096 ",......................... C,"E.A.J.M.Offermann,etal.",1991
Electronic,Ki92,"W.Kim, et al.: Phys. Rev., C46 (1992) 1656 ",............................................ Sr,"W.Kim,etal.",1992
Electronic,Ko92,"S.Kopecky, et al.: KNP Wiesbaden, 1992, Abstr. 2.1.11 ",........................ neutron,"S.Kopecky,etal.",1992
Electronic,Ma92a,"P.Mazanek, Ph.D. Th. Inst. f. Kemph. PKH 5/92, U. Mainz 1992 ",........... Pb (re-anal),"P.Mazanek,Ph.D.Th.Inst.f.Kemph.PKH5/92,U.Mainz1992",1992
Electronic,We93,"J.Wesseling, et al.: (to be published, from Fr95) ",".................................... Si, P, S","J.Wesseling,etal.",
Electronic,Al94,Yu.A.Alexandrov: Phys Rev. C49 (1994) R2297 ,..................................... neutron,Yu.A.Alexandrov,1994
Electronic,Am94,"A.Amroun, et al.: Nucl. Phys. A579 (1994) 596 ","....................................... H, He","A.Amroun,etal.",1994
Electronic,Fr95,"G. Fricke, et al.: At. D. Nucl. D. T. 60 ( 1995) 177 ",..................................... Many: combined anal,"G.Fricke,etal.",1995
